text,label
I cant use any apps without downloading this stupid invasive app! Not only is it huge  but it requires unnecessary permissions that could be used to monitor my every move! Get lost Google!! Leave me alone!! :( How do you explain the on either side of 'unnecessary permissions' above? I keep removing them  but every time I come back  they're there again. Hmm ...adding to my review? And now its gone from my statement...ha!,negative
Very useful and friendly☺ 1)If it allows fwd to manage contacts at go it will be useful. 2)Similarly it should allow clear chat and delete chat for multiple chats at a go. 3) Fwd to other app and fwd from other app like whatsapp/gmail/facebook shd be there,positive
Nothing can beat it Loved it. I use it for my keyboard practice. Improved my notes reading skills. Helps me learn new classic music which comes builtin,positive
Good ?????? ????? ??? ?????????,positive
Must Download! For beginner and advanced astronomy fans this is a must have!,positive
Already have maps onboard This upgrade is asking me to download osm maps I've already loaded in unpaid version. Why waste time & data money repeating a lengthy task? How do I get uk english voice used instead of usa? - not clear how to do this. ...Otherwise clever app!,neutral
Love it I love it,positive
I'm Loving It,positive
Full of features. Nothing can replace it. Thanks for everything,positive
Useless The cheats dont even work and its very slow,negative
Good Ggg,neutral
Perfect I really love it thanks,positive
download is slow,negative
Likes Ya,neutral
Weather doesn't work on Android 6+,negative
Simple and functional Always one of the first apps I install.,positive
Nothing good,positive
Please add more I need help with my Dell Inspiron 15- 3552,neutral
Level yes Exactly what I needed,positive
I Love Everything About This Game This is how a mobile game should be done. The interface is perfect  the graphics are great to look at  and (most importantly) the gameplay is unmatched by any other mobile game  free or paid. It is deceptively rich  and becomes more intriguing with each new run. Frustrating and difficult  but so addictive and shrouded in mystique that it's impossible to put down.,positive
Very effective Have been uding this app on Windows and now synched on Android. Very effective pw management,positive
Does the job. Neighbour,neutral
Option to turn on Now show me how to UNINSTALL the app please.,negative
Super app,positive
Nice! It would be great if we can add some notes.,positive
Take lot of space,negative
How to add sidebar I want to add sidebar in my website how to do that.,positive
PLEASE HELP ME WITH THE LAGGING,neutral
Please adjust some thing so the notification will on even though i stopped the app  because in xiaomi redmi note 2  the notification didn't show if i stopped the app,positive
Great app..loving it,positive
Make in india,positive
Can't log in Fully foul. Can't access my any of website. Peoples are giving fake reviews. Ignore this foul app,negative
Its great. It's a cool app.... Using it is very easy.... And it is very very funny.... If u want some funny and creative time ... Please go for it.... It's awesum....,positive
I had a problem when I change the storage location to the sd card the camera said failed to save image,positive
Shows past event that repeats every Monday even though I have show past events disabled. Is there any fix for this since it is irrelevant info that shows up first on the widget?,negative
Great Fantastic blog app. Best I've found. And all the cool themes.. very nice,positive
Drains Battery It drains my battery and there are frequent pop-ups stating that it's stopped  which prevents my phone from functioning at all.,negative
Security ensured!,positive
Its very nice U can use,positive
Fabulous Superb,positive
Much better! Brilliant app. Ideal portable reference library 😁.,positive
Useful app. Useful to your assignments and reports.,positive
Question How I download games? Why the noise is so buffered?,positive
I deleted my apps to update this,negative
Supar Lonlekadha,positive
Please put an Option to remove the persistent notification icon from Top status bar @ Mimic team  can you please include an option to hide the persistent Hangar App icon from Top status bar? It is really enjoying. Other than that the App is awesome. My daily used App. Thanks in advance... :),negative
Works on Samsung S6! Couldn't watch videos without buffering every 5 seconds  now I can  simple!,positive
Shiva krishna Very helpful for me as I use to go for long rides by motorbike I can be aware of upcoming weather,positive
Did the trick,positive
If u want to access through your games fully..... install this app,positive
Language Language setup is easy,positive
Still the greatest. What else can I say  it's still the best.,positive
Not working on Intel powered tablet,negative
Awsome app It can downlood all songs i want,positive
How and where to download game for it any one help,positive
Much appreciated Thanks for all of your hard work!,positive
Same issue on my note 3 Just uninstalled the app. Snooze turns off alarm. There's too many alarm apps out there to worry about setting up multiple alarms just to sneak in a couple of snoozes.,negative
Bagus Ga terlalu banyak makan memori,positive
Great App  Poor Changes? I love this app  but the new version seems to have disabled double tapping to unblur the background. Is this on purpose? Edit: It seems like the sensitivity to unblur the background was turned waaaaaaaaaaaaaaaaaay down and I have to tap about 20 times to get it to unblur. Not sure if it's just me  but the functionality seems to be there  just is not reliable at all. Was much more fluid and easy to enjoy this amazing app in the previous version :(,positive
Roots..bloody roots,positive
kiran kumar,positive
Pure rng No strategy. Pure luck. I know roguelikes have an element of luck  but this is nothing but. I haven't once found an item I can equip. Don't bother.,negative
This is nyc app,positive
excellent work a timer button and a burst mode button are needed on the screen,positive
Weone without investment income घर बैठे कमाये 10000-50000 मोदी जी द्वारा चलाए गए डीजिटल WeOne App REFERPAL CODE yrb5m इंडिया के लिए मेरे WhatsApp No.7778092474पर लिख कर भेजे JOIN.,neutral
Modi.not.2000 Modi.not.2000,positive
deleted,negative
Great Little App A great midi player  especially for piano players  with a useful set of playback options. It would be nice to see a separate guitar tablature version. The only issue is that this app really is far too good to be free!,positive
